"","match_number","alliance","team1","team2","team3","scores","auto_gpp","auto_p","auto_dock","auto_balance","tele_gpp","tele_p","tele_dock","tele_balance","rp"
"1","6","blue","frc548","frc111","frc8085","150","28","34","None","Level","56","86","Docked","Level","4"
"2","15","blue","frc8085","frc4362","frc9148","142","15","36","Docked","Level","61","69","Docked","NotLevel","3"
"3","27","red","frc2875","frc6328","frc8085","127","20","23","None","Level","60","74","Docked","NotLevel","3"
"4","49","red","frc1700","frc8085","frc2607","143","15","36","None","Level","52","82",NA,"Level","2"
"5","63","blue","frc8085","frc4598","frc118","141","16","34","None","Level","60","82",NA,"Level","4"
"6","76","blue","frc9101","frc3061","frc8085","-1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"7","85","blue","frc70","frc8085","frc2905","-1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8","98","red","frc2687","frc8085","frc2056","-1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"9","107","blue","frc8085","frc6036","frc1574","-1",NA,NA,NA,NA,NA,NA,"Docked",NA,NA
"10","117","red","frc120","frc9059","frc8085","-1",NA,NA,NA,NA,NA,NA,"Docked",NA,NA
"11","129","red","frc862","frc1619","frc8085","-1",NA,NA,NA,NA,NA,NA,"Docked",NA,NA
